SQ_CANDIDATO,VR_BEM_CANDIDATO,DS_CARGO,QT_VOTOS,NM_VOTAVEL
210000769831,82000000000.0,Vereador,160,VALERIO MACHADO ZANG
210000769832,8000000000.0,Vereador,671,DANIEL DA SILVA EVANGELISTA
210000769833,496000000000.0,Vereador,802,ELIZETE BLEHM DE BITHENCOURT
210000769834,130000000000.0,Vereador,39,ISRAEL COSTA DE FIGUEREDO
210000769867,333770000000.0,Vereador,136,ANGELA APARECIDA PRESTES RABELLO
210000769868,50000000000.0,Vereador,9,PEDRO DOS SANTOS OLIVEIRA
210000769869,542500000000.0,Vereador,79,ALVARO SEBASTIÃO BARCELLOS ALVES
210000769870,1468000000000.0,Vereador,47,MARCELINO VIEIRA
210000769872,15000000000.0,Vereador,32,ASSIS QUEVEDO MENDES
210000769873,104000000000.0,Vereador,34,ELIANE APARECIDA DOS SANTOS DIAS
210000769875,27000000000.0,Vereador,58,VILMAR ANTUDES DE SOUZA
210000769876,50000000000.0,Vereador,17,SILVIO DELFINO LOPES
210000769877,75000000000.0,Vereador,15,DAISON DE OLIVEIRA PORTELLA
210000769878,155000000000.0,Vereador,122,MIGUEL DOS SANTOS MELLO
210000769879,59800000000.0,Vereador,109,FERNANDO DA SILVA
210000769880,120000000000.0,Vereador,219,ISAIAS INCHAUSTER PIRES
210000769881,217000000000.0,Vereador,57,ALAIR MASUCO PINHEIRO
210000769908,200442620000.0,Prefeito,2624,ERNANI JOSÉ FORNECK
210000770074,16000000000.0,Vereador,15,ITAMAR BORGES MACIEL
210000770075,658369410000.0,Vereador,611,DOMINGOS CEZAR CARNIEL
210000770076,100000000000.0,Vereador,17,ROSA MARIA HOFFMANN DA SILVA
210000770077,60000000000.0,Vereador,4,LINDAURA FOGAÇA MORAES
210000770078,6000000000.0,Vereador,14,CEZAR POMPEU BRANDO E SILVA
210000770079,23000000000.0,Vereador,12,LUIS CARLOS SCHONARDIE GUIMARAES
210000770080,200000000000.0,Vereador,120,JOSE CLEOTON FERREIRA BOFF
210000770081,16500000000.0,Vereador,18,ENIO FRANCISCO PINTO WISSMANN
210000770083,18000000000.0,Vereador,12,JULIO FERNANDO MEDEIROS ALLGAYER
210000770084,235000000000.0,Vereador,96,JOSE LUIS SOUZA DE BAIRROS
210000770085,268000000000.0,Vereador,26,ELISETE TERESINHA PEREIRA DOS SANTOS
210000770241,71000000000.0,Prefeito,16,CELSO ARLINDO GIESE
210000770289,237750000000.0,Prefeito,5917,RUBEN WEIMER
210000770309,40852640000.0,Vereador,163,GILMAR ANTONIETTI
210000770310,303310000000.0,Vereador,201,IVANES ZAPPAZ
210000770311,620000000000.0,Vereador,480,SANDRO CISILOTTO GARDA
210000770312,274138650000.0,Vereador,186,CLAUDIA SCHIEDECK SOARES DE SOUZA
210000770313,272320000000.0,Vereador,319,GILMAR PEDRO BERTÉ
210000770314,142000000000.0,Vereador,95,ROZELIA QUOOS DE VASCONCELOS
210000770315,25530000000.0,Vereador,46,ISABEL MARIA GONÇALVES DA SILVA
210000770316,17620000000.0,Vereador,46,FABIO GUSTAVO RAMBO
210000770317,658000000000.0,Vereador,83,MARCIO SILVA DE OLIVEIRA
210000770482,120000000000.0,Vereador,152,ARNALDO MARIANO DE OLIVEIRA
210000770483,435000000000.0,Vereador,130,DANIEL BERTOLDO STREIT
210000770507,160000000000.0,Vereador,221,INES DOS SANTOS BUENO
210000770990,5054150000.0,Vereador,84,JOÃO BARUFFALDI
210000770991,78657100000.0,Vereador,129,ADRIANO FERRARI
210000770992,256030000000.0,Vereador,14,ZULMIRA MARIA FELIPIN
210000771200,10100000.0,Vereador,28,ANTONIO SERGIO OLIVEIRA ALVES
210000771201,584000000000.0,Vereador,72,ARNALDO TAMKE
210000771202,156000000000.0,Vereador,23,CLEVER AMAURI SOARES TRINDADE
210000771203,53200000000.0,Vereador,35,ANA MARIA PERES BONELI
210000771205,40812000000.0,Vereador,7,SONIA TERESA FERRADOR MARTINS
210000771207,28800000000.0,Vereador,56,CLAITO LUIZ TRINDADE DOS SANTOS
210000771208,15000000000.0,Vereador,25,LUIZ AURI DE MORAIS CARNEIRO
210000771210,70000000000.0,Vereador,72,RAFAEL DE LIMA TRINDADE
210000771211,429310000000.0,Vereador,45,CLAUDECIR FAGUNDES
210000771269,193905700000.0,Vereador,81,MARLEI TERESINHA CANEPELLE
210000771270,17057670000.0,Vereador,26,SILVINO MATIAS MOMBACH
210000771273,156887780000.0,Vereador,104,EDUARDO SILVA DOS SANTOS
210000771274,299692310000.0,Vereador,184,EDEMAR PETRY WAHLBRINK
210000771276,207208060000.0,Vereador,224,GILBERTO JOSE VOLPATTO
210000771277,448293340000.0,Vereador,127,GILMAR DE SENNA SANTOS
210000771278,339497630000.0,Vereador,414,VILMAR DUTRA
210000771279,28022290000.0,Vereador,20,ROSELI VIEIRA
210000771379,252011000000.0,Prefeito,1982,ADELINO JOSE ATUATI
210000771391,200000000.0,Vereador,8,IVONILDA SAMPAIO DA SILVA
210000771392,800000000.0,Vereador,21,FÁBIO SILVA DOS SANTOS
210000771440,200000000000.0,Vereador,345,MILTON RUBENS CAETANO
210000771441,339563850000.0,Vereador,1126,ZALUAR SOARES DA SILVA
210000771442,113911560000.0,Vereador,324,OSCAR CELESTE BECKMANN PITTHAN
210000771443,590000000000.0,Vereador,311,VANDERLEI DA SILVA MACHADO
210000771444,12000000000.0,Vereador,113,DIRCE TEXEIRA AGUIAR
210000771445,546500000000.0,Vereador,419,SOLON MELLO SALLES
210000771447,30000000000.0,Vereador,402,LAERTE RIOGRANDINO DUARTE LOUREIRO
210000771448,787509620000.0,Vereador,1320,ANITA TEREZA COSTA BEBER
210000771449,1000000.0,Vereador,82,AUGUSTO CEZAR DE OLIVEIRA
210000771450,7000000000.0,Vereador,245,CLAUDETE DE FATIMA FERNANDES PAIM
210000771451,714500000000.0,Vereador,1110,MARIA APARECIDA BRIZOLA MAYER
210000771452,98747850000.0,Vereador,320,VILSON QUAIATTO
210000771454,40000000000.0,Vereador,520,NICOLAS XAVIER
210000771455,28109120000.0,Vereador,2375,PABLO PACHECO DE CARVALHO
210000771457,25000000000.0,Vereador,107,IVAN RODRIGUES
210000771458,65662630000.0,Vereador,170,ELINE ANA DOTTO VIERO
210000771460,75000000000.0,Vereador,777,FRANCIS RIBEIRO TEIXEIRA
210000771461,321715240000.0,Vereador,204,IVONE MORTARI DA SILVA
210000771463,992790000000.0,Vereador,1315,JOÃO RICARDO BAPTISTA VARGAS
210000771464,125081570000.0,Vereador,294,LIANE ROSA LUBINI
210000771466,519070000.0,Vereador,621,VANDERLEI ARAUJO
210000771467,537485330000.0,Vereador,333,JOÃO JAIME CANABARRO ROCHA
210000771470,105000000000.0,Vereador,445,RONEI SILVA DOS SANTOS
210000771471,7028990000.0,Vereador,1129,ROBERTA PEREIRA LEITÃO
210000771672,372000000000.0,Vereador,153,ERICO HOMERO SCHERER
210000771674,7000000000.0,Vereador,30,MARCOS JUNIOR NUNES CORREA
210000771678,555000000000.0,Vereador,362,DORIVAL DIRCEU MEDINGER
210000771679,210000000000.0,Vereador,195,EDUARDO DOS SANTOS PIRES
210000771684,3103000000.0,Vereador,5,CLAIR DA LUZ SANTOS
210000771829,742000000000.0,Vereador,97,GILSON PREISS
210000771830,381000000000.0,Vereador,128,LUÍS GUSTAVO MARTINELLI
210000771831,3000000000.0,Vereador,3,CLARICE SÔNIA LAUDINSKY
210000771833,342307000000.0,Vereador,65,ROQUE DA SILVA CORDEIRO
210000771834,400000000000.0,Vereador,159,ARI FRANCISCO BARROS ISHIZAKA
210000771836,23828000000.0,Vereador,35,JUSSARA DA COSTA LEITE
210000771837,102000000000.0,Vereador,34,WALDIR JESUS CORREA PORTO
210000771839,44700000000.0,Vereador,88,JULIO CESAR BITENCOURT VIEIRA
210000771840,115000000000.0,Vereador,40,SONIA ANTONIA DE OLIVEIRA
210000771841,89500000000.0,Vereador,15,PAULO DERCI DE OLIVEIRA
210000771842,659599900000.0,Vereador,480,ARI DE OLIVEIRA
210000771843,40500000000.0,Vereador,89,SINARA KRUMENAUER SILVA
210000771844,200000000000.0,Vereador,102,LEONIR DE ALMEIDA
210000771845,810000000000.0,Vereador,39,GERMANO LUIZ DIETERICH
210000771846,1246680000.0,Vereador,137,BRUNO COSTA SALDANHA
210000771849,350000000000.0,Vereador,51,ALEXANDRE DA SILVA
210000771850,250000000000.0,Vereador,705,MARIA DE FÁTIMA TENEDINI COELHO
210000771852,3744090000.0,Vereador,144,CARLA ISABEL PINTO DA SILVA
210000771853,100000000000.0,Vereador,27,CARLOS ROQUE SEFRIN
210000771854,11500000000.0,Vereador,6,MAGDA LUZIA DE SOUZA SKALA
210000771956,82980000000.0,Prefeito,1056,ELENICE ALLEBRANDT
210000771976,401198980000.0,Vereador,94,DARCI FRANCISCO CAVALHEIRO
210000771977,3787000000.0,Vereador,46,VANDERLEI VIANA SOARES
210000771978,5500000000.0,Vereador,200,MAICON MAURICIO LOPES
210000772024,159610470000.0,Vereador,181,CATIANE MOURA ALVES
210000772025,11782080000.0,Vereador,137,ELISIANE DOS SANTOS DE QUADROS
210000772026,1312030000.0,Vereador,158,CARLOS SERGIO DA SILVEIRA MANGANELLI
210000772027,1854390000.0,Vereador,157,LUIZA TAMARA RODRIGUES SOARES
210000772028,203795560000.0,Vereador,42,CARLA LIDIANE MARQUES DE BITENCOURT
210000772029,154322170000.0,Vereador,187,ALEXANDRE COLPO ALVES
210000772030,301034120000.0,Vereador,213,DARLON ALVES DE ALMEIDA
210000772031,185000000000.0,Vereador,30,JOSÉ AIRTON BACELAR LOPES
210000772415,31000000000.0,Vereador,41,JOÃO ABILIO SEBASTIANY
210000772416,40000000000.0,Vereador,8,SANDRA FERNANDES MACIEL
210000772417,913500000000.0,Vereador,140,ISTEL DE ABREU THOMAS
210000772418,35000000000.0,Vereador,110,ROBSON PINTO RORATO
210000772419,8368000000.0,Vereador,41,ONORIVAL MARTINS DOS SANTOS
210000772420,907020000000.0,Vereador,191,ARLINDO NELSON PAZINI
210000772421,311800000000.0,Vereador,374,LUIZ FERNANDO COPETTI DESBESELL
210000772422,11200000000.0,Vereador,24,PAULO CEZAR FERREIRA ANTUNES
210000772423,675300000000.0,Vereador,65,MARIA KROLOW KLEIN
210000772469,111000000000.0,Prefeito,2394,RICARDO DE JESUS RAIMUNDO
210000772521,2000000000.0,Vereador,80,DIONATAN LUIS SILVA DOS SANTOS
210000772522,366000000000.0,Vereador,286,ALCINDO CORREIA DE ANDRADE
210000772523,71000000000.0,Vereador,144,JOSENIR ROLIM KAYSER
210000772524,375000000000.0,Vereador,14,MARIO ECI DE AZAMBUJA
210000772525,53000000000.0,Vereador,11,CARLA ADRIANA DE SOUZA
210000772527,392000000000.0,Vereador,70,JERRY ADRIANO FERREIRA
210000772528,37300000000.0,Vereador,37,VALMIR LUIZ LEOBORA
210000772529,16000000000.0,Vereador,29,MABEL CRISTIANE DOS SANTOS
210000772530,310000000000.0,Vereador,137,JAIRO CICILIO CARDOSO
210000772531,10000000.0,Vereador,27,MARGARETE MEDEIROS REINHEIMER
210000772532,710000000000.0,Vereador,100,ADEMIR MARCOS DOS SANTOS
210000772569,130330000000.0,Vereador,63,ROGÉRIO ANTONIO OLIVEIRA
210000772570,2450000000.0,Vereador,571,DENISE WEBER
210000772571,279756660000.0,Vereador,694,FERNANDO MASSAFRA CAVALHEIRO
210000772572,12010300000.0,Vereador,23,NERI CAVALHEIRO DOS SANTOS
210000772573,489000000000.0,Vereador,112,ELIZIANE SANTOS DA SILVA
210000772575,30000000000.0,Vereador,201,TRAUDI ROSELI KRÜGER
210000772576,180987000000.0,Vereador,559,FLADIMIR PEDROSO DE BASTOS
210000772577,580000000000.0,Vereador,461,SÉRGIO CLADEMIR GAIST
210000772578,120400000000.0,Vereador,5,DARIO ENE LOUREIRO
210000772579,2018000000000.0,Vereador,160,ADÃO NELSON GULLICH
210000772580,121000000000.0,Vereador,743,SADI ANTONIO MACHADO RAMBORGER
210000772581,180400000000.0,Vereador,338,ADELSIO DE OLIVEIRA PEREIRA
210000772678,286261000000.0,Vereador,103,DARCI DE BASTOS
210000772680,4500000000.0,Vereador,8,MARIA SALETE FRANCISCO
210000772681,7201090000.0,Vereador,42,MARILAINE FOLMER BECKER
210000772682,45984110000.0,Vereador,65,ADAO CARMELINDO LOURENÇO
210000772684,345000000000.0,Vereador,163,ANTONIO MIGUEL NUNES DE MORAES
210000772685,210000000000.0,Vereador,69,VALMIR PEREIRA BUENO
210000772686,85692760000.0,Vereador,186,FRANK ASSIS SILVEIRA SENA
210000772687,84000000000.0,Vereador,31,MARIA JOSÉ PEREYRA ACOSTA
210000772689,82505800000.0,Vereador,94,RONALDO CORRÊA FLORES
210000772690,27000000000.0,Vereador,74,PAULO GUSTAVO ZANDONAI
210000772691,94900000000.0,Vereador,216,SANDRA ELISABETH NOGUEIRA HAVEMANN ELIAS
210000772695,40000000000.0,Vereador,37,SILMAR SOUZA RODRIGUES
210000772696,18000000000.0,Vereador,73,LUCIMARI DOS SANTOS CORREA
210000772698,15000000000.0,Vereador,24,ADENIR LOPES SAMPAIO
210000772699,18000000000.0,Vereador,12,DELMAIR SENA PEREIRA
210000772700,230000000000.0,Vereador,39,PATRICIA ABREU PADILHA SECCHI
210000772702,192000000000.0,Vereador,42,GILBERTO LIMA DOS ANJOS
210000772704,13000000000.0,Vereador,51,RODRIGO SILVA VIANA
210000772705,150000000000.0,Vereador,42,GENILSO SANTOS SILVA
210000772706,32000000000.0,Vereador,101,MARA LUCIA MACHADO FRANCO
210000772707,45000000000.0,Vereador,213,MARCOS ANTÔNIO MOURA
210000772709,5000000000.0,Vereador,11,ADILES EBONE
210000772711,12500000000.0,Vereador,192,CLAUDIO RODRIGUES DE ÁVILA
210000772712,20000000000.0,Vereador,103,ANTÔNIO CARLOS BRITTES
210000772778,175000000000.0,Vereador,88,RAQUEL DE SENES MACIEL
210000772782,20000000000.0,Vereador,144,ROGÉRIO BRAGA MACIEL
210000772783,50000000000.0,Vereador,186,VERA CRISTINA MAGAGNIM DE MELO
210000772785,345000000000.0,Vereador,113,JOSE MOACIR CORREA DA SILVA
210000772787,45000000000.0,Vereador,28,ZAULO TEONIR PEREIRA MONTEIRO
210000772788,190000000000.0,Vereador,5,JOÃO DOS SANTOS MACEDO
210000772793,309000000000.0,Vereador,93,MARCELO SCHROER
210000772794,1000000000.0,Vereador,101,RODRIGO LAGEMANN HORN
210000772795,185866920000.0,Vereador,48,MARLI HASENKAMP STIEGEMEIER
210000772796,85000000000.0,Vereador,74,PAULO ROBERTO ROTHER
210000772797,171300000000.0,Vereador,97,VALMIR LAGEMANN
210000772798,146703570000.0,Vereador,103,FABIEL ADOLFO ZARTH
210000772799,200000000000.0,Vereador,70,MEDOLI CASAGRANDA SGARI
210000772800,21099310000.0,Vereador,47,GENI SCHERER
210000772801,16000000000.0,Vereador,35,EVA MARIA FRÖDER
210000772802,46000000000.0,Vereador,103,JULIANO KOHL
210000772803,7000000000.0,Vereador,90,PAULO CESAR MIRANDA
210000772804,108000000.0,Vereador,77,MARISTELA NICOLODI DE SOUZA
210000772805,90461610000.0,Vereador,50,MARCO AURÉLIO DECKER
210000772921,536147640000.0,Vereador,148,ADEMIR FERRO
210000772922,30000000000.0,Vereador,162,ALUISIO CORBELINI
210000772923,194940530000.0,Vereador,122,NORBERTO POSSAMAI
210000772924,92700000000.0,Vereador,49,RONALDO BRAGAGNOLLO
210000772925,33259710000.0,Vereador,58,NELSA BERSELLI CECCONI
210000772926,226343500000.0,Vereador,21,LUCIANA MARIA AYRES
210000772927,1000000000.0,Vereador,18,KELI ALVES PAULINO
210000772944,1823300000000.0,Prefeito,1544,CELÇO PAULO BEIER
210000773030,940000000000.0,Prefeito,802,JOSÉ RONALDO SANTOS DO NASCIMENTO
210000773050,319978900000.0,Prefeito,791,LIRIO TURRI
210000773055,250801290000.0,Prefeito,120,CELSO LUTZ ESPANHOL
210000773319,259531550000.0,Prefeito,1092,SILVIO WEBER
210000773320,445000000000.0,Vereador,97,DALVANE JACÓ BARBIAN
210000773322,200000000000.0,Vereador,18,SOIVA TERESINHA DIDIO JARDIM DA SILVA
210000773323,9700000000.0,Vereador,21,GUILHERME RUIBACKI SANTOS
210000773325,10500000000.0,Vereador,64,JULIANO DA SILVA CAMPOS
210000773326,186400000000.0,Vereador,91,MATEUS MILISZEWSKI
210000773328,78000000000.0,Vereador,88,PABLO TIAGO DOS SANTOS MACHADO
210000773329,270000000000.0,Vereador,60,LUCIANA NOBREGA VIEIRA
210000773330,95000000000.0,Vereador,12,VALERIA FRANCO SOARES
210000773331,133000000000.0,Vereador,35,CASSIANO DE MORAES TERRA
210000773332,4792000000.0,Vereador,25,SANDRA TERESINHA GONÇALVES DA SILVA
210000773335,1472245010000.0,Prefeito,127552,LUIZ CARLOS GHIORZZI BUSATO
210000773381,341000000000.0,Prefeito,2255,JOSÉ ROBERTO ZUCOLOTTO MOURA
210000773382,271531320000.0,Vereador,186,REGINA DA SILVA MARETOLI
210000773383,995952550000.0,Vereador,39,CLERI FREITAS FERNANDES
210000773384,227034880000.0,Vereador,93,JOSÉ INÁCIO FLORIANO VIANA
210000773385,52388190000.0,Vereador,140,JOSÉ LUIZ SOUZA DA SILVA
210000773386,347881510000.0,Vereador,138,JOSÉ PAULO SOUZA GUERRA
210000773459,249000000000.0,Vereador,172,ADRIANO OLIVEIRA MEDEIROS
210000773464,17000000000.0,Vereador,89,TIAGO SILVONATO SILVA
210000773467,105000000000.0,Vereador,111,CARLOS LUCAS ALVES
210000773469,237000000000.0,Vereador,99,EDSON NUNES DE SOUZA
210000773470,3000000000.0,Vereador,66,VITOR HUGO BERNARDI
210000773471,120000000000.0,Vereador,98,ANTONIO CARLOS DAVID
210000773472,120000000000.0,Vereador,61,CATIA APARECIDA BASSOALDO SIQUEIRA
210000773474,80000000000.0,Vereador,21,ROSANGELA CATARINA SOUZA DE ARAUJO
210000773475,245000000000.0,Vereador,714,CARLOS BIRAJARA SANTIAGO ALVES BUAVAS
210000773477,392000000000.0,Vereador,70,LOURIVAL MACHADO FERNANDES
210000773478,17807000000.0,Vereador,35,PAULO ROBERTO DA SILVA
210000773480,152000000000.0,Vereador,656,JOSE FRANCISCO NUNES
210000773482,9000000000.0,Vereador,123,RAQUEL ALVES DOS SANTOS
210000773497,1290000.0,Prefeito,7890,DIEGO MARTINS
210000773751,17000000000.0,Vereador,255,MIGUEL NUNES BORGES
210000773752,10000000000.0,Vereador,6,MARIA DAS GRAÇAS RODRIGUES MORALES
210000773753,398616610000.0,Vereador,440,MAURICIO ROQUE SILVA DE FREITAS
210000773754,1091627590000.0,Vereador,274,EMERSON SELAYARAN CAVA
210000773757,300000000000.0,Vereador,166,MARISTELA DOS SANTOS PEREIRA
210000773759,6887230000.0,Vereador,224,KATIA CILENE DE QUADROS DUARTE
210000773760,151084180000.0,Vereador,31,CARLOS OLMIRO COLLASSO MOREIRA
210000773761,162000000000.0,Vereador,130,NIVIA MARIA SILVA
210000773763,84000000000.0,Vereador,106,RODINEI MIRAPALHETE CRUZ
210000773764,80000000000.0,Vereador,154,PITAGORAS MARZULLO VIANA
210000773765,62126000000.0,Vereador,172,CLÁUDIO OBERDAN BORGES PEREIRA
210000773766,29510170000.0,Vereador,362,JUSCELY DOS SANTOS CARDOSO DE AGUIAR
210000773767,53642050000.0,Vereador,229,CLAUDIOMAR ABREU DE MOURA
210000773768,18769810000.0,Vereador,468,CARLOS JULIO CAPERA SILVERA
210000773769,6000000000.0,Vereador,77,DANIEL DA SILVA CARDOSO
210000773770,2000000000.0,Vereador,96,SANDRO ALEX FAGUNDES
210000773771,657949660000.0,Vereador,144,DANIELA BONATTI
210000773772,778900000000.0,Vereador,166,RODRIGO SANTIN
210000773773,448779000000.0,Vereador,50,CÉZAR LUIZ DA COSTA MOREIRA
210000773774,314700000000.0,Vereador,133,CLAUDIO LEVANDOSKI
210000773775,1168800000000.0,Vereador,133,NELCI SALETE AVOZANI DOS SANTOS
210000773776,679500000000.0,Vereador,135,FÁBIO JOSÉ SACCON
210000773777,111077460000.0,Vereador,237,ROSÂNGELA LAZZARE MONTEPÓ
210000773778,2500000000.0,Vereador,117,RENATO DE OLIVEIRA PINHEIRO
210000773830,73928450000.0,Vereador,70,RUTE ADELIA ZARVOSKI
210000773831,504500000000.0,Vereador,52,VALDEMAR REHFELD
210000773832,427821000000.0,Vereador,143,GILMAR ZANELLA
210000773833,185800000000.0,Vereador,136,JOAO CARLOS DASSOLER
210000773834,205000000000.0,Vereador,15,LUCIELE FATIMA ROMERO ASSMANN BERTUOL
210000773835,4700000000.0,Vereador,72,MANUEL VANDERLEI WOLFF CÂNDIDO
210000773836,4200000000.0,Vereador,326,SAIMON ANTONIO RODRIGUES DA COSTA
210000773837,805000000000.0,Vereador,190,VALDEMIR TOMAZELLI
210000773838,4381120000.0,Vereador,42,DIANA MARIA JUK
210000773839,301243830000.0,Vereador,268,GILVANI BRONCA
210000773841,22304530000.0,Vereador,81,RICARDO BRONCA
210000773842,348143900000.0,Vereador,400,HENRIQUE PIVATTO
210000773845,50569830000.0,Vereador,168,FABIANA CANEPPELE
210000773847,541957380000.0,Vereador,95,FERNANDO MIGUEL SANA
210000773848,503467000000.0,Vereador,103,JOÃO EUGENIO ZERWES
210000773849,32060300000.0,Vereador,53,MARCIA CELIA TELES DOS SANTOS GIONGO
210000773850,126000000000.0,Vereador,141,MARINES LUIZA ELLWANGER
210000773865,92582780000.0,Vereador,86,ALFREDO MANOEL KOCHCHANN
210000773866,248959020000.0,Vereador,363,LEONARDO ANDRE KRINDGES
210000773867,17500000000.0,Vereador,62,ALINE BEATRIZ THUMS
210000773868,1383720000.0,Vereador,200,LEDI SEIBEL BARUFFI
210000773939,880293220000.0,Vereador,457,MAIQUEL LUIS WESTENHOFEN
210000773940,115365440000.0,Vereador,484,LUIS CARLOS NUNES DE SOUZA
210000773941,200000000000.0,Vereador,5,NILDA MARIA GOULART
210000773942,318496600000.0,Vereador,139,ODACIR ODON DOS SANTOS
210000773943,31407970000.0,Vereador,448,EDER JUCIMAR DE SOUZA
210000773944,537418580000.0,Vereador,565,SILVIO EURICO DA SILVA
210000773945,440271750000.0,Vereador,14,CARIN MICHELLI GERBER GARCIA
210000773946,20801500000.0,Vereador,336,JORGE RODRIGUES FLORES
210000773947,37827130000.0,Vereador,611,ALEXSANDRO SANTOS ARGENTA
210000773948,53029320000.0,Vereador,172,MARGARETH DE OLIVEIRA WINCK
210000773949,145188380000.0,Vereador,391,GERSON LUIS DO AMARAL ROZA
210000773950,196494510000.0,Vereador,42,JOAO LUIS REINERMANN HOFFMANN
210000773951,8502070000.0,Vereador,32,EVELIZ MARINA FRANCO DA CRUZ
210000773952,222423010000.0,Vereador,45,CATIA LIZANDRA ROSA DE VARGAS
210000773953,355330520000.0,Vereador,71,JOAO DA COSTA
210000773954,15009550000.0,Vereador,21,CHAIANI RAMOS DE OLIVEIRA
210000773955,453757450000.0,Vereador,498,ADAIR SILVEIRA DA ROCHA
210000773961,950000000.0,Vereador,9,LEIA MARISA TORMES
210000773962,9650000000.0,Vereador,10,VERA LUCIA DOS SANTOS BUENO
210000773963,4350000000.0,Vereador,29,PEDRO GILBERTO OTT
210000773964,1765430000.0,Vereador,141,ADEMIR ANTONIO RENNER
210000773993,1014000000000.0,Prefeito,1687,ZÍLIO ROGGIA
210000773994,32800000000.0,Vereador,14,TABATA REGINA TIETZ
210000773995,474291400000.0,Vereador,68,BRAULIO SADI ROTHER
210000774177,213966910000.0,Vereador,116,LEANDRO GOMES
210000774178,623000000000.0,Vereador,28,ERNA SCHUBERT
210000774236,43000630000.0,Vereador,4,ELIANE FYDRISZEWSKI RODRIGUES
210000774237,63670770000.0,Vereador,60,PEDRO GABRIEL LUDVIG
210000774238,244014870000.0,Vereador,76,MARA ELAINE DRESCH KASPARY
210000774359,1049268170000.0,Vereador,109,ODACIR CAZAROTTO
210000774360,132251780000.0,Vereador,107,VERANICE HOLZ
210000774509,59650980000.0,Vereador,306,SIDINEI VIANA
210000774511,537901000000.0,Prefeito,1917,PABLO HENRIQUE SILVA DOS SANTOS
210000774825,832285590000.0,Vereador,1840,LAÉRCIO FERNANDES
210000774827,197616570000.0,Vereador,1579,HUMBERTO DA SILVA ARAUJO
210000774832,278354180000.0,Vereador,1602,JOSÉ CARLOS CLAUDINO
210000774833,77000000000.0,Vereador,33,JAQUELINE ROSA DE OLIVEIRA
210000774834,20000000000.0,Vereador,223,VITÓRIA PEREIRA DOS REIS
210000774835,934000000000.0,Vereador,325,ROGERIO CRISTOVÃO DA ROSA
210000774836,61800000000.0,Vereador,806,ALEXANDRE SZEKIR
210000774838,1000000000.0,Vereador,64,GABRIELA MACHADO DA SILVA
210000774839,27843000000.0,Vereador,2010,ERIC DOUGLAS DORNELES FEIJÓ
210000774840,272000000000.0,Vereador,1725,JURANDIR MARQUES MACIEL
210000774842,100000000000.0,Vereador,672,JESUS CASSIÁ LOPES GOMES
210000774844,60000000000.0,Vereador,16,MARIA DALVA GOMES DE SOUZA
210000774847,410581000000.0,Vereador,68,ANDRÉ LUIZ ARNHOLD
210000774853,897250000000.0,Vereador,2450,JUARES CARLOS HOY
210000774856,46533990000.0,Vereador,159,NELCI VANNUZI KLEINERT HAMMERLE
210000775121,350000000000.0,Prefeito,63,EUCLIDES JOSÉ MARCANTE
210000775178,300000000000.0,Vereador,263,ADAIR AMARAL DA SILVA
210000775179,101689320000.0,Vereador,176,ADELITA DA SILVA AGOSTON
210000775180,7000000000.0,Vereador,202,ANDREI DE OLIVEIRA DA SILVA
210000775183,468000000000.0,Vereador,353,GILVANE GONÇALVES PEDROLO
210000775185,234218270000.0,Vereador,888,ESTEVÃO DE LORENO
210000775188,2000000000.0,Vereador,246,PAULO RODRIGO DE MATOS
210000775190,227500000000.0,Vereador,563,ALCINDO MARTINS DE QUADROS
210000775263,307591190000.0,Prefeito,1027,FLAVIO GABRIEL DA SILVA
210000775305,41813470000.0,Prefeito,1820,ODACIR BOAVENTURA MANHABOSCO DE MELLO
210000775307,625013710000.0,Vereador,147,JOLDERIO BRAGAGNOL MORESCO
210000775308,375000000000.0,Vereador,46,CÉSAR RENATO PEDRETTI POVALA
210000775309,372000000000.0,Vereador,29,GIOVANI DE MORAIS CASTAGNERA
210000775310,174777710000.0,Vereador,161,CLÁUDIO AFONSO ODORIZZI
210000775311,58627290000.0,Vereador,220,NELSON LUIZ VIDI
210000775312,400000000000.0,Vereador,266,WILLIAN LUIZ LOPES
210000775313,75792160000.0,Vereador,292,ADELAR MELLO DE MORAES
210000775314,25900000000.0,Vereador,53,LUCINÉIA TOFOLO
210000775315,180000000000.0,Vereador,10,DELISE CASTELANI COLE
210000775338,28003290000.0,Vereador,181,EVERTON CAMPANHARO RODRIGUES
210000775339,160000000000.0,Vereador,33,JORGE ALESSANDRETTI
210000775340,15000000000.0,Vereador,136,MATEUS BERTON VIECILLI
210000775341,6500000000.0,Vereador,43,SILVIA MAZETTO CHIARELLO
210000775342,167000000000.0,Vereador,248,ARY SEGALA
210000775343,90000000000.0,Vereador,10,SIRLEI DE FÁTIMA ELY CAMARGO
210000775700,20000000000.0,Vereador,55,ANDREI DA SILVA
210000775701,170000000000.0,Vereador,81,VOLNEI ANTONIO SCHOMMER
210000776097,106500000000.0,Vereador,180,TOMAZ DE OLIVEIRA HOFFMANN
210000776098,2156000000000.0,Vereador,107,LUIZ CLAUDIO BARROS MARTINS
210000776102,130000000000.0,Vereador,40,CLAISON KRUMREICH
210000776104,200000000000.0,Vereador,106,VILMAR SILVA DA ROSA
210000776106,280000000000.0,Vereador,56,CLAUDIOMAR KLUG KOHLER
